Id,Values_Code,Values_Name,Values_Activity,Values_OperStartdate,Values_State,Date
Sistema,REDC,RED INK ENERGY E.S.P. S.A.S.,COMERCIALIZACIÓN,2012-05-30,INACTIVO,2026-08-20
Sistema,MCAC,EMPRESA MULTIPROPOSITO DE CALARCA S.A. E.S.P.,COMERCIALIZACIÓN,2012-05-03,INACTIVO,2026-08-20
Sistema,CIVG,CELSIA S.A E.S.P.,GENERACIÓN,2012-04-27,INACTIVO,2026-08-20
Sistema,TYPG,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GENERACIÓN,2012-02-23,OPERACION,2026-08-20
Sistema,TMRG,CENTRAL TERMOELECTRICA EL MORRO 2 S.A.S. E.S.P.,GENERACIÓN,2012-02-21,INACTIVO,2026-08-20
Sistema,GDIC,GENERADORA COMERCIALIZADORA Y DISTRIBUIDORA DE ENERGIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2012-01-18,INACTIVO,2026-08-20
Sistema,GPLG,GRUPO POLIOBRAS S.A. E.S.P..,GENERACIÓN,2012-01-03,INACTIVO,2026-08-20
Sistema,SMAC,SMART COMERCIALIZADORA DE ENERGIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2011-12-26,INACTIVO,2026-08-20
Sistema,GELG,GRUPO GELEC S.A.S. E.S.P.,GENERACIÓN,2011-12-03,INACTIVO,2026-08-20
Sistema,GELC,GRUPO GELEC S.A.S. E.S.P.,COMERCIALIZACIÓN,2011-12-03,INACTIVO,2026-08-20
Sistema,MPLC,EMPLUS S.A.S. E.S.P,COMERCIALIZACIÓN,2011-11-08,INACTIVO,2026-08-20
Sistema,EITG,EPM ITUANGO S.A. E.S.P.,GENERACIÓN,2011-09-02,INACTIVO,2026-08-20
Sistema,HITG,HIDROELÉCTRICA ITUANGO S.A. E.S.P.,GENERACIÓN,2011-09-02,INACTIVO,2026-08-20
Sistema,FERC,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,COMERCIALIZACIÓN,2011-03-22,OPERACION,2026-08-20
Sistema,GEEG,GENERAMOS ENERGIA S.A. E.S.P.,GENERACIÓN,2010-11-23,OPERACION,2026-08-20
Sistema,GNCC,VATIA S.A. E.S.P.,COMERCIALIZACIÓN,2010-11-12,OPERACION,2026-08-20
Sistema,GNCG,VATIA S.A. E.S.P.,GENERACIÓN,2010-11-12,OPERACION,2026-08-20
Sistema,HZEC,HZ ENERGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2010-11-10,OPERACION,2026-08-20
Sistema,FACC,ENERMONT S.A. E.S.P.,COMERCIALIZACIÓN,2010-08-13,INACTIVO,2026-08-20
Sistema,FACG,ENERMONT S.A. E.S.P.,GENERACIÓN,2010-08-13,INACTIVO,2026-08-20
Sistema,PEEC,PROFESIONALES EN ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2010-03-04,OPERACION,2026-08-20
Sistema,EFEC,E2 ENERGIA EFICIENTE S.A. E.S.P.,COMERCIALIZACIÓN,2009-12-01,INACTIVO,2026-08-20
Sistema,COLC,COLENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2009-08-26,OPERACION,2026-08-20
Sistema,FICC,FICEA S.A. E.S.P.,COMERCIALIZACIÓN,2009-07-17,INACTIVO,2026-08-20
Sistema,DLRG,DICELER S.A. E.S.P.,GENERACIÓN,2009-05-13,OPERACION,2026-08-20
Sistema,CEUD,COMPANIA DE ELECTRICIDAD DEL CAUCA S.A. E.S.P. DISTRIBUIDOR,DISTRIBUCIÓN,2009-01-08,INACTIVO,2026-08-20
Sistema,CEUC,COMPANIA DE ELECTRICIDAD DEL CAUCA S.A. E.S.P.,COMERCIALIZACIÓN,2009-01-08,INACTIVO,2026-08-20
Sistema,EJCC,ENERGIA DEL EJE CAFETERO S.A. E.S.P.,COMERCIALIZACIÓN,2008-12-01,INACTIVO,2026-08-20
Sistema,ATSC,ATESA SERVICIOS AEROPORTUARIOS S.A. E.S.P,COMERCIALIZACIÓN,2008-09-03,INACTIVO,2026-08-20
Sistema,EMPD,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CARTAGENA DEL CHAIRA,DISTRIBUCIÓN,2008-09-01,INACTIVO,2026-08-20
Sistema,EVIG,ENERVIA S.A. E.S.P.,GENERACIÓN,2007-09-12,INACTIVO,2026-08-20
Sistema,PRMC,PROMIELECTRIC S.A. E.S.P.,COMERCIALIZACIÓN,2007-06-07,INACTIVO,2026-08-20
Sistema,CTMG,CENTRAL TERMOELECTRICA EL MORRO 1 S.A. E.S.P.,GENERACIÓN,2007-04-25,INACTIVO,2026-08-20
Sistema,GECC,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,COMERCIALIZACIÓN,2006-12-05,OPERACION,2026-08-20
Sistema,GECG,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,GENERACIÓN,2006-12-05,OPERACION,2026-08-20
Sistema,SNGC,SENERGY S.A. E.S.P.,COMERCIALIZACIÓN,2006-11-24,INACTIVO,2026-08-20
Sistema,ETAD,"ENERGIA, TELECOMUNICACIONES, ASEO Y ACUEDUCTO S.A. E.S.P.",DISTRIBUCIÓN,2006-08-01,INACTIVO,2026-08-20
Sistema,ETAC,"ENERGIA, TELECOMUNICACIONES, ASEO Y ACUEDUCTO S.A. E.S.P.",COMERCIALIZACIÓN,2006-08-01,INACTIVO,2026-08-20
Sistema,EDMC,ELECTRICARIBE MIPYMES DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2006-07-16,INACTIVO,2026-08-20
Sistema,ECMC,ELECTROCOSTA MIPYMES DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2006-07-12,INACTIVO,2026-08-20
Sistema,IEEC,INSTITUTO COLOMBIANO DE ENERGIA ELECTRICA,COMERCIALIZACIÓN,2005-12-20,INACTIVO,2026-08-20
Sistema,EVIC,ENERVIA S.A. E.S.P.,COMERCIALIZACIÓN,2005-12-15,INACTIVO,2026-08-20
Sistema,CTMC,CENTRAL TERMOELECTRICA EL MORRO 1 S.A. E.S.P.,COMERCIALIZACIÓN,2005-12-05,INACTIVO,2026-08-20
Sistema,ARMC,ASOCIADOS DE RECURSOS MERCANTILES S.A. E.S.P.,COMERCIALIZACIÓN,2005-11-04,INACTIVO,2026-08-20
Sistema,GNIG,GENERAR S.A. E.S.P.  (REESTRUCTURADO),GENERACIÓN,2005-10-29,INACTIVO,2026-08-20
Sistema,NEGC,NUEVAS ENERGIAS S.A. E.S.P.,COMERCIALIZACIÓN,2005-10-20,INACTIVO,2026-08-20
Sistema,CCOC,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,COMERCIALIZACIÓN,2005-10-11,INACTIVO,2026-08-20
Sistema,CENC,COMERCIALIZADORA ENERGETICA NACIONAL COLOMBIANA - CENCOL S.A. E.S.P.,COMERCIALIZACIÓN,2004-12-23,INACTIVO,2026-08-20
Sistema,CONC,COMERCIALIZADORA DE ENERGIA DEL CENTRO S.A. E.S.P.,COMERCIALIZACIÓN,2004-12-06,INACTIVO,2026-08-20
Sistema,EEGD,EMPRESA DE ENERGIA VALLE DEL GUAMUEZ S.A. E.S.P.,DISTRIBUCIÓN,2004-08-12,INACTIVO,2026-08-20
Sistema,HIMC,GESTION ENERGETICA S.A. E.S.P.,COMERCIALIZACIÓN,2004-04-07,OPERACION,2026-08-20
Sistema,HIMG,GESTION ENERGETICA S.A. E.S.P.,GENERACIÓN,2004-04-07,OPERACION,2026-08-20
Sistema,ESCC,ENERGIA SOCIAL DE LA COSTA S.A. E.S.P.,COMERCIALIZACIÓN,2003-12-02,INACTIVO,2026-08-20
Sistema,TYPC,TERMOYOPAL GENERACION 2 S.A. E.S.P.,COMERCIALIZACIÓN,2003-11-09,INACTIVO,2026-08-20
Sistema,CDCC,COMERCIALIZADORA ELECTRICA DE COLOMBIA S.A. E.S.P.,COMERCIALIZACIÓN,2003-09-23,INACTIVO,2026-08-20
Sistema,TLLD,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (LIQUIDACIÓN),DISTRIBUCIÓN,2003-08-13,INACTIVO,2026-08-20
Sistema,TLLG,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (LIQUIDACIÓN),GENERACIÓN,2003-08-13,INACTIVO,2026-08-20
Sistema,TLLC,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (LIQUIDACIÓN),COMERCIALIZACIÓN,2003-08-13,INACTIVO,2026-08-20
Sistema,ETSC,EMPRESA GENERADORA DE ENERGIA DEL TOLIMA S.A. E.S.P.,COMERCIALIZACIÓN,2003-08-05,INACTIVO,2026-08-20
Sistema,ETSG,EMPRESA GENERADORA DE ENERGIA DEL TOLIMA S.A. E.S.P.,GENERACIÓN,2003-08-05,INACTIVO,2026-08-20
Sistema,EMSG,ELECTRIFICADORA DEL META S.A. E.S.P.,GENERACIÓN,2003-06-11,OPERACION,2026-08-20
Sistema,TMFC,TERMOFLORES S.A. E.S.P.,COMERCIALIZACIÓN,2003-04-16,INACTIVO,2026-08-20
Sistema,ASCC,A.S.C. INGENIERIA S.A. E.S.P.,COMERCIALIZACIÓN,2003-03-14,OPERACION,2026-08-20
Sistema,IRIG,INGENIO RISARALDA S.A.,GENERACIÓN,2003-02-28,INACTIVO,2026-08-20
Sistema,MCAG,EMPRESA MULTIPROPOSITO DE CALARCA S.A. E.S.P.,GENERACIÓN,2003-01-03,OPERACION,2026-08-20
Sistema,ADGG,ANDINA DE GENERACION S.A. E.S.P.,GENERACIÓN,2002-11-15,INACTIVO,2026-08-20
Sistema,ADGC,ANDINA DE GENERACION S.A. E.S.P.,COMERCIALIZACIÓN,2002-11-15,INACTIVO,2026-08-20
Sistema,CALC,EMPRESAS PUBLICAS DE CALARCA E.S.P.,COMERCIALIZACIÓN,2002-11-09,INACTIVO,2026-08-20
Sistema,ESRC,ENERGIA Y SERVICIOS S.A. E.S.P.,COMERCIALIZACIÓN,2002-10-11,INACTIVO,2026-08-20
Sistema,PRIC,PROELECTRICA S.A.S E.S.P.,COMERCIALIZACIÓN,2002-10-09,OPERACION,2026-08-20
Sistema,PRID,PROELECTRICA & CIA. S.C.A. E.S.P,DISTRIBUCIÓN,2002-10-09,INACTIVO,2026-08-20
Sistema,EGVC,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE S.A. E.S.P.,COMERCIALIZACIÓN,2002-08-31,OPERACION,2026-08-20
Sistema,EGVD,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE S.A. E.S.P.,DISTRIBUCIÓN,2002-08-31,OPERACION,2026-08-20
Sistema,CEGC,COMERCIALIZADORA DE ENERGIA Y GAS COMBUSTIBLE S.A. E.S.P.  (LIQUIDACIÓN),COMERCIALIZACIÓN,2002-08-06,INACTIVO,2026-08-20
Sistema,EDPC,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P.,COMERCIALIZACIÓN,2002-07-26,OPERACION,2026-08-20
Sistema,GLCG,GAS Y ELECTRICIDAD S.A. E.S.P. GELECSA E.S.P.,GENERACIÓN,2002-06-18,INACTIVO,2026-08-20
Sistema,CDID,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.  (INTERVENIDA),DISTRIBUCIÓN,2002-06-01,OPERACION,2026-08-20
Sistema,CDIG,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.  (INTERVENIDA),GENERACIÓN,2002-06-01,OPERACION,2026-08-20
Sistema,CDIC,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.  (INTERVENIDA),COMERCIALIZACIÓN,2002-06-01,OPERACION,2026-08-20
Sistema,EPAG,EMPRESAS PUBLICAS DE ARMENIA E.S.P.,GENERACIÓN,2002-03-08,INACTIVO,2026-08-20
Sistema,EPAC,EMPRESAS PUBLICAS DE ARMENIA E.S.P.,COMERCIALIZACIÓN,2002-03-08,INACTIVO,2026-08-20
Sistema,TSCC,BP EXPLORATION COMPANY COLOMBIA LIMITED,COMERCIALIZACIÓN,2002-02-22,INACTIVO,2026-08-20
Sistema,TSCG,BP EXPLORATION COMPANY COLOMBIA LIMITED,GENERACIÓN,2002-02-22,INACTIVO,2026-08-20
Sistema,EEGC,EMPRESA DE ENERGIA VALLE DEL GUAMUEZ S.A. E.S.P.,COMERCIALIZACIÓN,2002-02-19,INACTIVO,2026-08-20
Sistema,TRIG,TERMOCARTAGENA S.A. E.S.P.  (REESTRUCTURADO),GENERACIÓN,2002-01-25,OPERACION,2026-08-20
Sistema,TLIC,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (INTERVENIDA),COMERCIALIZACIÓN,2002-01-18,INACTIVO,2026-08-20
Sistema,TLID,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (INTERVENIDA),DISTRIBUCIÓN,2002-01-18,INACTIVO,2026-08-20
Sistema,TLIG,ELECTRIFICADORA DEL TOLIMA S.A. E.S.P.  (INTERVENIDA),GENERACIÓN,2002-01-18,INACTIVO,2026-08-20
Sistema,GENC,GENELEC S.A. E.S.P.,COMERCIALIZACIÓN,2001-12-11,INACTIVO,2026-08-20
Sistema,GENG,GENELEC S.A. E.S.P.,GENERACIÓN,2001-12-11,INACTIVO,2026-08-20
Sistema,ERGG,ENERGIA E INGENIERIA ENERGING S.A. E.S.P.,GENERACIÓN,2001-08-10,INACTIVO,2026-08-20
Sistema,EYFC,ENERGIA Y FINANZAS S.A. E.S.P.,COMERCIALIZACIÓN,2001-08-09,INACTIVO,2026-08-20
Sistema,EYFG,ENERGIA Y FINANZAS S.A. E.S.P.,GENERACIÓN,2001-08-09,INACTIVO,2026-08-20
Sistema,TREC,TRANSACCIONES DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2001-05-30,INACTIVO,2026-08-20
Sistema,ECOC,ENERGIA DE COLOMBIA S.A. E.S.P.,COMERCIALIZACIÓN,2000-12-22,INACTIVO,2026-08-20
Sistema,CELC,COMERCIALIZADORA DE ELECTRICIDAD DEL CHOCO S.A. E.S.P.,COMERCIALIZACIÓN,2000-12-04,INACTIVO,2026-08-20
Sistema,EMED,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,DISTRIBUCIÓN,2000-10-07,OPERACION,2026-08-20
Sistema,EVSD,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.,DISTRIBUCIÓN,2000-10-06,OPERACION,2026-08-20
Sistema,RTQD,RUITOQUE S.A. E.S.P.,DISTRIBUCIÓN,2000-10-06,OPERACION,2026-08-20
Sistema,EPCD,EMPRESAS PUBLICAS DE CARTAGO,DISTRIBUCIÓN,2000-10-06,INACTIVO,2026-08-20
Sistema,RIOC,ENERGIA DEL RIO GRANDE S.A. E.S.P.,COMERCIALIZACIÓN,2000-07-11,INACTIVO,2026-08-20
Sistema,CSEC,CONSORCIO ENERGETICO S.A. E.S.P.,COMERCIALIZACIÓN,2000-06-13,INACTIVO,2026-08-20
Sistema,EBPD,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO S.A. E.S.P.,DISTRIBUCIÓN,2000-06-06,OPERACION,2026-08-20
Sistema,CCIC,EMPRESAS PUBLICAS DE CAUCASIA E.S.P.  (INTERVENIDO),COMERCIALIZACIÓN,2000-05-27,INACTIVO,2026-08-20
Sistema,CCID,EMPRESAS PUBLICAS  DE CAUCASIA S.A. E.S.P.R(INTERVENIDA),DISTRIBUCIÓN,2000-05-27,INACTIVO,2026-08-20
Sistema,PSPC,EMPRESAS PUBLICAS DE SAN PEDRO E.S.P.,COMERCIALIZACIÓN,2000-05-18,INACTIVO,2026-08-20
Sistema,COEC,COMPAÑIA COMERCIALIZADORA DE ENERGIA DEL CAUCA S.A. E.S.P.,COMERCIALIZACIÓN,2000-05-11,INACTIVO,2026-08-20
Sistema,EMIC,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,COMERCIALIZACIÓN,2000-04-05,OPERACION,2026-08-20
Sistema,EMID,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,DISTRIBUCIÓN,2000-04-05,OPERACION,2026-08-20
Sistema,EMIG,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,GENERACIÓN,2000-04-05,OPERACION,2026-08-20
Sistema,NRSC,COMERCIALIZADORA DE ENERGIA Y SERVICIOS PUBLICOS S.A. E.S.P.,COMERCIALIZACIÓN,2000-02-08,INACTIVO,2026-08-20
Sistema,ECPC,ENRON COLOMBIA POWER MARKETING & CIA S.A. E.S.P.,COMERCIALIZACIÓN,2000-02-08,INACTIVO,2026-08-20
Sistema,ECPG,ENRON COLOMBIA POWER MARKETING & CIA S.A. E.S.P.,GENERACIÓN,2000-02-08,INACTIVO,2026-08-20
Sistema,RTQC,RUITOQUE S.A. E.S.P.,COMERCIALIZACIÓN,2000-01-25,OPERACION,2026-08-20
Sistema,TEBC,TURBOMACH ENERGIA BIOFILM S.A. E.S.P.,COMERCIALIZACIÓN,2000-01-01,INACTIVO,2026-08-20
Sistema,EBPC,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO S.A. E.S.P.,COMERCIALIZACIÓN,1999-11-06,OPERACION,2026-08-20
Sistema,ENPG,ENERGIA Y ALUMBRADO DE PEREIRA S.A. E.S.P.,GENERACIÓN,1999-09-30,INACTIVO,2026-08-20
Sistema,ENPC,ENERGIA Y ALUMBRADO DE PEREIRA S.A. E.S.P.,COMERCIALIZACIÓN,1999-09-30,INACTIVO,2026-08-20
Sistema,EMEC,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,COMERCIALIZACIÓN,1999-09-22,OPERACION,2026-08-20
Sistema,EMEG,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,GENERACIÓN,1999-09-22,OPERACION,2026-08-20
Sistema,CMRC,COMERCIALIZAR S.A. E.S.P.,COMERCIALIZACIÓN,1999-09-16,INACTIVO,2026-08-20
Sistema,ERGC,ENERGIA E INGENIERIA ENERGING S.A. E.S.P.,COMERCIALIZACIÓN,1999-07-26,INACTIVO,2026-08-20
Sistema,TRPC,TERMOPIEDRAS S.A. E.S.P.,COMERCIALIZACIÓN,1999-07-14,OPERACION,2026-08-20
Sistema,TRPG,TERMOPIEDRAS S.A. E.S.P.,GENERACIÓN,1999-07-14,OPERACION,2026-08-20
Sistema,GCEC,GENERADORA COLOMBIANA DE ELECTRICIDAD S.C.A.  E.S.P.,COMERCIALIZACIÓN,1999-07-01,INACTIVO,2026-08-20
Sistema,TCDC,TERMOCANDELARIA S.C.A.  E.S.P.,COMERCIALIZACIÓN,1999-06-03,INACTIVO,2026-08-20
Sistema,TMCG,TERMOCAUCA S.A.  E.S.P.,GENERACIÓN,1999-05-25,INACTIVO,2026-08-20
Sistema,TMCC,TERMOCAUCA S.A. E.S.P.,COMERCIALIZACIÓN,1999-05-25,INACTIVO,2026-08-20
Sistema,ELRC,ENERGIA Y ALUMBRADO S.A.  E.S.P.,COMERCIALIZACIÓN,1999-04-19,INACTIVO,2026-08-20
Sistema,GNRG,GENERAR S.A. E.S.P.,GENERACIÓN,1999-04-01,INACTIVO,2026-08-20
Sistema,ENEC,ENERGEN S.A. E.S.P.,COMERCIALIZACIÓN,1999-02-26,INACTIVO,2026-08-20
Sistema,CECC,COMERCIALIZADORA DE ENERGIA DE LA COSTA ATLANTICA,COMERCIALIZACIÓN,1998-12-22,INACTIVO,2026-08-20
Sistema,DLRC,DICELER S.A. E.S.P.,COMERCIALIZACIÓN,1998-12-12,OPERACION,2026-08-20
Sistema,ICEC,INVERSIONES Y COMERCIALIZADORA DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,1998-12-02,INACTIVO,2026-08-20
Sistema,TRST,TRANSELCA S.A. E.S.P.,TRANSPORTE,1998-09-01,OPERACION,2026-08-20
Sistema,BIOG,BIOAISE S.A.,GENERACIÓN,1998-07-29,INACTIVO,2026-08-20
Sistema,EDCD,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,DISTRIBUCIÓN,1998-07-24,OPERACION,2026-08-20
Sistema,ECAC,ELECTRIFICADORA DE LA COSTA ATLANTICA S.A. E.S.P.,COMERCIALIZACIÓN,1998-07-24,INACTIVO,2026-08-20
Sistema,ECAD,ELECTRIFICADORA DE LA COSTA ATLANTICA S.A. E.S.P.,DISTRIBUCIÓN,1998-07-24,INACTIVO,2026-08-20
Sistema,EDCC,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,COMERCIALIZACIÓN,1998-07-24,INACTIVO,2026-08-20
Sistema,CEAC,COMERCIALIZADORA DE ENERGIA Y AGUA S.A. E.S.P.,COMERCIALIZACIÓN,1998-07-18,INACTIVO,2026-08-20
Sistema,ENCC,ENERGIA CONFIABLE S.A. E.S.P.,COMERCIALIZACIÓN,1998-01-23,INACTIVO,2026-08-20
Sistema,ENMC,ENERMUNDO S.A. E.S.P,COMERCIALIZACIÓN,1997-12-29,INACTIVO,2026-08-20
Sistema,ROEC,R.O.A. ELECTRIC LTDA.,COMERCIALIZACIÓN,1997-12-29,INACTIVO,2026-08-20
Sistema,PECC,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,COMERCIALIZACIÓN,1997-12-26,OPERACION,2026-08-20
Sistema,PECG,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,GENERACIÓN,1997-12-26,OPERACION,2026-08-20
Sistema,TRDC,TERMOELECTRICA DE LA DORADA S.A. E.S.P.,COMERCIALIZACIÓN,1997-11-24,INACTIVO,2026-08-20
Sistema,EGCC,EMPRESA DE GENERACION DE CALI S.A. E.S.P.,COMERCIALIZACIÓN,1997-11-20,INACTIVO,2026-08-20
Sistema,EGCG,EMPRESA DE GENERACION DE CALI S.A. E.S.P.,GENERACIÓN,1997-11-20,INACTIVO,2026-08-20
Sistema,ECEC,EMPRESA COLOMBIANA DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,1997-11-05,INACTIVO,2026-08-20
Sistema,CDSD,CODENSA S.A. E.S.P.,DISTRIBUCIÓN,1997-10-24,INACTIVO,2026-08-20
Sistema,CDSC,CODENSA S.A. E.S.P.,COMERCIALIZACIÓN,1997-10-24,INACTIVO,2026-08-20
Sistema,EEPC,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,COMERCIALIZACIÓN,1997-09-16,OPERACION,2026-08-20
Sistema,TMVC,TERMOVALLE S.C.A. E.S.P.,COMERCIALIZACIÓN,1997-09-03,INACTIVO,2026-08-20
Sistema,CAEC,COMERCIALIZADORA  ANDINA DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,1997-09-01,INACTIVO,2026-08-20
Sistema,EPTC,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. E.S.P.,COMERCIALIZACIÓN,1997-08-21,OPERACION,2026-08-20
Sistema,EPTD,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. E.S.P.,DISTRIBUCIÓN,1997-08-21,OPERACION,2026-08-20
Sistema,CMEC,COMPAÑIA NACIONAL DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,1997-08-06,INACTIVO,2026-08-20
Sistema,CMED,COMPAÑIA NACIONAL DE ENERGIA S.A. E.S.P.,DISTRIBUCIÓN,1997-08-06,INACTIVO,2026-08-20
Sistema,CMEG,COMPAÑIA NACIONAL DE ENERGIA S.A. E.S.P.,GENERACIÓN,1997-08-06,INACTIVO,2026-08-20
Sistema,MPBC,MOTO PLANTAS BRISTOL LTDA.,COMERCIALIZACIÓN,1997-08-04,INACTIVO,2026-08-20
Sistema,MPBG,MOTO PLANTAS BRISTOL LTDA.,GENERACIÓN,1997-08-04,INACTIVO,2026-08-20
Sistema,NRGD,ENERGIZAR DE OCCIDENTE S.A. E.S.P.,DISTRIBUCIÓN,1997-08-01,INACTIVO,2026-08-20
Sistema,CESC,COMERCIALIZADORA ELECTRICA DEL SINU S.A.,COMERCIALIZACIÓN,1997-07-24,INACTIVO,2026-08-20
Sistema,TGCC,TERMOGRAFIA DE LA COSTA LTDA,COMERCIALIZACIÓN,1997-07-15,INACTIVO,2026-08-20
Sistema,TGCD,TERMOGRAFIA DE LA COSTA LTDA,DISTRIBUCIÓN,1997-07-15,INACTIVO,2026-08-20
Sistema,ELEG,ELECTROENERGIA S.A.,GENERACIÓN,1997-07-03,INACTIVO,2026-08-20
Sistema,DCLD,DISTRIBUIDORA Y COMERCIALIZADORA  DE ENERGIA ELECTRICA S.A. E.S.P.,DISTRIBUCIÓN,1997-06-24,INACTIVO,2026-08-20
Sistema,ENGC,ENERGETICA S.A. E.S.P.,COMERCIALIZACIÓN,1997-06-20,INACTIVO,2026-08-20
Sistema,NRGC,ENERGIZAR DE OCCIDENTE S.A.,COMERCIALIZACIÓN,1997-06-01,INACTIVO,2026-08-20
Sistema,EMUG,EMPRESA URRA S.A. E.S.P.,GENERACIÓN,1997-05-15,OPERACION,2026-08-20
Sistema,FLSC,FLORES II S.A. & CIA. S.C.A. E.S.P.,COMERCIALIZACIÓN,1997-05-06,INACTIVO,2026-08-20
Sistema,REAC,REINGENIERIA ENERGETICA ASOCIADOS LTDA.,COMERCIALIZACIÓN,1997-05-02,INACTIVO,2026-08-20
Sistema,DIST,DISTASA S.A. E.S.P.,TRANSPORTE,1997-05-01,OPERACION,2026-08-20
Sistema,ENRC,ENERGIA COMPETITIVA S.A. E.S.P,COMERCIALIZACIÓN,1997-04-21,INACTIVO,2026-08-20
Sistema,ELEC,ELECTROENERGIA S.A.,COMERCIALIZACIÓN,1997-04-15,INACTIVO,2026-08-20
Sistema,EEOC,EMPRESA ELECTRICA DEL ORIENTE S.A. E.S.P.,COMERCIALIZACIÓN,1997-02-25,INACTIVO,2026-08-20
Sistema,TRMC,TERMOTASAJERO S.A. E.S.P.,COMERCIALIZACIÓN,1997-02-21,INACTIVO,2026-08-20
Sistema,ECCC,ENERSIS ENERGIA DE COLOMBIA S.A. E.S.P.  (LIQUIDACIÓN),COMERCIALIZACIÓN,1997-02-01,INACTIVO,2026-08-20
Sistema,EMCG,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,GENERACIÓN,1997-01-30,INACTIVO,2026-08-20
Sistema,EEPD,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,DISTRIBUCIÓN,1996-12-01,OPERACION,2026-08-20
Sistema,CNST,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,TRANSPORTE,1996-12-01,OPERACION,2026-08-20
Sistema,ECLD,EMPRESA DE ENERGIA DE CALI S.A. E.S.P.,DISTRIBUCIÓN,1996-12-01,INACTIVO,2026-08-20
Sistema,EMUC,EMPRESA URRA S.A. E.S.P.,COMERCIALIZACIÓN,1996-12-01,INACTIVO,2026-08-20
Sistema,CMPD,MUNICIPIO DE CAMPAMENTO,DISTRIBUCIÓN,1996-11-12,INACTIVO,2026-08-20
Sistema,FRSC,FLORES III S.A. & CIA. S.C.A. E.S.P.,COMERCIALIZACIÓN,1996-09-26,INACTIVO,2026-08-20
Sistema,EMCD,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,DISTRIBUCIÓN,1996-09-10,INACTIVO,2026-08-20
Sistema,MRLG,MERILECTRICA S.A. & CIA S.C.A. E.S.P.,GENERACIÓN,1996-08-13,INACTIVO,2026-08-20
Sistema,MRLC,MERILECTRICA S.A. & CIA S.C.A. E.S.P.,COMERCIALIZACIÓN,1996-08-13,INACTIVO,2026-08-20
Sistema,ICAC,I.C. ASESORIAS Y PROYECTOS LTDA.,COMERCIALIZACIÓN,1996-08-08,INACTIVO,2026-08-20
